% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.183466795e+02 +5.183466795e+02 +5.625667946e+01 +5.625667946e+01 +4.0581e+00 +2.0101e+00 -1.8125e-01 -1.5357e+00 -4.1591e+00
2 +3.216327106e+02 +3.216327106e+02 -1.404572894e+02 -1.404572894e+02 +3.9275e+00 -1.5454e+00 -3.7705e+00 +3.4552e+00 +4.8425e-01
3 +1.909770645e+02 +1.909770645e+02 -2.711129355e+02 -2.711129355e+02 +1.5928e+00 +2.7318e+00 -3.3026e+00 -1.1948e+00 +2.0547e+00
4 +1.542469824e+02 +1.542469824e+02 -3.078430176e+02 -3.078430176e+02 -2.1080e+00 +3.9830e+00 +1.1412e+00 -2.4384e+00 +2.2682e-01
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.301556244e+02 +1.301556244e+02 +2.078156244e+02 +2.078156244e+02 +4.1556e+00 +2.9627e+00 -2.9389e+00 +1.3569e+00 -1.5311e+00
31 +9.507648214e+01 +9.507648214e+01 +1.727364821e+02 +1.727364821e+02 +3.1181e+00 -6.6866e-01 -1.5187e+00 +3.9736e+00 -3.7192e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.457140406e+02 +1.457140406e+02 +2.613940406e+02 +2.613940406e+02 -1.8258e+00 -1.1344e+00 -5.7341e-01 +9.0202e-01 -1.6258e+00
2 +9.517979764e+01 +9.517979764e+01 +2.108597976e+02 +2.108597976e+02 -4.2094e+00 -5.3500e-01 -1.5090e+00 +1.2000e+00 -3.6863e+00
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.544360978e+02 +3.544360978e+02 +3.507260978e+02 +3.507260978e+02 -1.8054e+00 +2.0501e+00 +3.7427e+00 +7.2155e-01 -8.6819e-01
