% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.086370785e+07 +1.086370785e+07 +1.086365291e+07 +1.086365291e+07 -2.9766e+00 -4.6471e+00
2 +6.976783930e+06 +6.976783930e+06 +6.976728990e+06 +6.976728990e+06 +4.8612e+00 -3.6911e-01
5 +3.087854239e+05 +3.087854239e+05 +3.087304839e+05 +3.087304839e+05 +1.9893e+00 -2.9171e+00
10 +1.868211745e+05 +1.868211745e+05 +1.867662345e+05 +1.867662345e+05 -2.1367e+00 -1.8494e+00
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.623231233e+06 +5.623231233e+06 +5.623290363e+06 +5.623290363e+06 +1.2597e+00 +2.1996e+00
2 +1.558867931e+05 +1.558867931e+05 +1.559459231e+05 +1.559459231e+05 +3.7667e+00 -4.0015e+00
10 +1.583564759e+04 +1.583564759e+04 +1.589477759e+04 +1.589477759e+04 -1.5222e+00 +1.2631e+00
% function evaluation | noise-free fitness - Fopt (-4.915300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.104540575e+06 +1.104540575e+06 +1.104049045e+06 +1.104049045e+06 +3.3521e+00 -2.0148e+00
3 +2.567227400e+05 +2.567227400e+05 +2.562312100e+05 +2.562312100e+05 +4.1836e-01 -4.2000e-01
5 +4.667898804e+04 +4.667898804e+04 +4.618745804e+04 +4.618745804e+04 -4.3405e+00 +2.3031e+00
8 +1.111211480e+04 +1.111211480e+04 +1.062058480e+04 +1.062058480e+04 -4.5490e+00 +2.6103e+00
% function evaluation | noise-free fitness - Fopt (-1.702000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.905552794e+07 +1.905552794e+07 +1.905535774e+07 +1.905535774e+07 -1.7153e+00 +3.3447e+00
3 +1.566419929e+05 +1.566419929e+05 +1.564717929e+05 +1.564717929e+05 +1.1906e+00 -4.9970e+00
10 +2.972681191e+04 +2.972681191e+04 +2.955661191e+04 +2.955661191e+04 +1.0281e+00 -4.1608e+00
% function evaluation | noise-free fitness - Fopt (-4.697500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.639624959e+06 +6.639624959e+06 +6.639155209e+06 +6.639155209e+06 -3.6838e+00 -8.2164e-01
4 +6.607696039e+04 +6.607696039e+04 +6.560721039e+04 +6.560721039e+04 +4.6728e+00 -2.3432e+00
9 +5.200284467e+04 +5.200284467e+04 +5.153309467e+04 +5.153309467e+04 +3.5178e+00 -2.9195e+00
% function evaluation | noise-free fitness - Fopt (1.999100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.527744843e+07 +1.527744843e+07 +1.527764834e+07 +1.527764834e+07 -7.4386e-01 -1.5291e+00
6 +5.901507542e+06 +5.901507542e+06 +5.901707452e+06 +5.901707452e+06 +7.9128e-01 +1.6761e+00
13 +2.487284681e+06 +2.487284681e+06 +2.487484591e+06 +2.487484591e+06 +2.5470e+00 +3.7312e+00
15 +2.730423594e+05 +2.730423594e+05 +2.732422694e+05 +2.732422694e+05 +1.2269e+00 +4.2388e+00
% function evaluation | noise-free fitness - Fopt (-4.296000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.383561865e+06 +4.383561865e+06 +4.383132265e+06 +4.383132265e+06 -4.4203e+00 -1.0574e+00
11 +6.871785310e+05 +6.871785310e+05 +6.867489310e+05 +6.867489310e+05 -2.0628e+00 +4.1188e+00
15 +3.567022280e+05 +3.567022280e+05 +3.562726280e+05 +3.562726280e+05 -3.6346e+00 +2.4043e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.537213300e+07 +2.537213300e+07 +2.537313300e+07 +2.537313300e+07 +5.9400e-01 -1.3279e-01
2 +1.926754029e+07 +1.926754029e+07 +1.926854029e+07 +1.926854029e+07 -4.4609e+00 -1.0319e+00
4 +2.086740589e+06 +2.086740589e+06 +2.087740589e+06 +2.087740589e+06 -3.8742e+00 +2.1750e+00
5 +1.666370537e+03 +1.666370537e+03 +2.666370537e+03 +2.666370537e+03 -1.0228e+00 +4.7438e+00
% function evaluation | noise-free fitness - Fopt (1.951500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.128814733e+06 +1.128814733e+06 +1.129009883e+06 +1.129009883e+06 +1.7209e+00 +6.1085e-01
6 +4.952416909e+05 +4.952416909e+05 +4.954368409e+05 +4.954368409e+05 +4.9545e+00 -1.3665e-01
8 +2.071233406e+05 +2.071233406e+05 +2.073184906e+05 +2.073184906e+05 -6.8099e-01 -1.8016e+00
10 +4.603183612e+04 +4.603183612e+04 +4.622698612e+04 +4.622698612e+04 -2.0431e+00 -1.9928e+00
% function evaluation | noise-free fitness - Fopt (-4.335000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.169597062e+06 +5.169597062e+06 +5.169553712e+06 +5.169553712e+06 +4.1460e+00 -1.1680e+00
4 +2.019691829e+06 +2.019691829e+06 +2.019648479e+06 +2.019648479e+06 -8.8607e-01 +3.8720e+00
8 +1.978713668e+05 +1.978713668e+05 +1.978280168e+05 +1.978280168e+05 +4.8203e+00 +4.9408e-01
% function evaluation | noise-free fitness - Fopt (2.790900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.349428391e+04 +1.349428391e+04 +1.377337391e+04 +1.377337391e+04 -2.9074e+00 +2.1131e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.162689677e+07 +2.162689677e+07 +2.162789677e+07 +2.162789677e+07 +3.7951e-01 -4.2045e+00
2 +1.095048300e+07 +1.095048300e+07 +1.095148300e+07 +1.095148300e+07 +1.9785e+00 -6.1733e-03
3 +7.945527413e+06 +7.945527413e+06 +7.946527413e+06 +7.946527413e+06 +2.3639e+00 +1.5175e+00
8 +3.190997973e+06 +3.190997973e+06 +3.191997973e+06 +3.191997973e+06 -4.3249e+00 +9.5357e-02
12 +2.317290126e+06 +2.317290126e+06 +2.318290126e+06 +2.318290126e+06 -2.3824e+00 -2.8514e+00
17 +7.936292876e+05 +7.936292876e+05 +7.946292876e+05 +7.946292876e+05 -2.4980e-01 +4.2048e+00
% function evaluation | noise-free fitness - Fopt (-1.148100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.746425590e+04 +4.746425590e+04 +4.734944590e+04 +4.734944590e+04 -1.4204e+00 -2.8701e+00
9 +3.315796209e+04 +3.315796209e+04 +3.304315209e+04 +3.304315209e+04 -3.8830e+00 -2.2717e+00
% function evaluation | noise-free fitness - Fopt (-3.505800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.188722943e+07 +3.188722943e+07 +3.188687885e+07 +3.188687885e+07 +4.9729e+00 +3.2120e+00
