% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.063910298e+04 +2.063910298e+04 +2.078825298e+04 +2.078825298e+04 +2.2462e+00 -4.8364e+00
3 +6.212621723e+03 +6.212621723e+03 +6.361771723e+03 +6.361771723e+03 -4.6582e+00 +3.7421e+00
4 +1.948357083e+03 +1.948357083e+03 +2.097507083e+03 +2.097507083e+03 -2.1919e+00 -4.4877e+00
5 +1.556355228e+03 +1.556355228e+03 +1.705505228e+03 +1.705505228e+03 -3.8557e+00 +2.5455e+00
10 +2.037872615e+02 +2.037872615e+02 +3.529372615e+02 +3.529372615e+02 -3.4346e+00 +2.9040e+00
13 +1.391255922e+02 +1.391255922e+02 +2.882755922e+02 +2.882755922e+02 -1.6010e+00 +9.6428e-02
18 +1.248507691e+01 +1.248507691e+01 +1.616350769e+02 +1.616350769e+02 -1.9201e+00 -9.2284e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.398300733e+03 +3.398300733e+03 +2.398300733e+03 +2.398300733e+03 -4.8457e+00 -4.6545e+00
9 +9.505169226e+01 +9.505169226e+01 -9.049483077e+02 -9.049483077e+02 -2.6522e+00 +2.5816e+00
% function evaluation | noise-free fitness - Fopt (9.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.395128155e+03 +4.395128155e+03 +4.493748155e+03 +4.493748155e+03 -2.3746e+00 +4.8041e+00
3 +1.868849659e+03 +1.868849659e+03 +1.967469659e+03 +1.967469659e+03 +1.2692e+00 +2.9863e+00
6 +4.542734275e+01 +4.542734275e+01 +1.440473427e+02 +1.440473427e+02 -2.6043e+00 -2.1589e+00
% function evaluation | noise-free fitness - Fopt (-4.715000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.928106329e+03 +2.928106329e+03 +2.880956329e+03 +2.880956329e+03 -3.7027e+00 -1.5746e+00
2 +3.296628693e+02 +3.296628693e+02 +2.825128693e+02 +2.825128693e+02 -2.7808e+00 -1.4971e+00
5 +7.933682576e+00 +7.933682576e+00 -3.921631742e+01 -3.921631742e+01 -2.6564e+00 -2.0223e-01
