% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.604506715e+01 +8.604506715e+01 -9.139549329e+02 -9.139549329e+02 +1.5181e+00 +3.7703e+00 -1.8452e+00 -1.1883e+00 +3.6940e+00 +5.8719e-02 -2.2790e+00 +3.8048e+00 -5.2536e-01 -2.6410e+00 +4.5489e+00 +1.5830e+00 +4.4656e+00 +3.2957e+00 +3.3422e+00 +8.6310e-01 -2.9024e+00 +2.6266e+00 -1.1590e+00 +3.0075e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.621938464e+01 +8.621938464e+01 +1.086219385e+03 +1.086219385e+03 -2.4217e+00 -2.7930e+00 -4.1536e+00 -7.9808e-01 +2.7006e+00 -9.6023e-01 -2.3045e+00 +1.9800e+00 +2.3382e+00 -3.2223e+00 -5.7021e-01 -1.0131e+00 +8.4563e-01 -3.9259e+00 +3.5690e+00 +3.9852e+00 -4.9160e+00 +2.0682e+00 -2.7855e+00 -1.2069e-01
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.627516359e+01 +8.627516359e+01 +3.714516359e+01 +3.714516359e+01 -3.1918e+00 +3.5769e+00 +2.1064e+00 -2.0287e+00 -2.1785e+00 -3.6397e+00 +5.0383e-01 -1.5230e+00 -4.3426e+00 -4.3610e+00 -2.7168e+00 -1.9859e+00 +3.8793e+00 -1.2934e+00 -7.5842e-01 +2.3047e+00 +1.0604e+00 -2.3405e+00 +7.0766e-01 +3.1048e+00
% function evaluation | noise-free fitness - Fopt (2.977300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.649806288e+01 +8.649806288e+01 +3.842280629e+02 +3.842280629e+02 +2.9255e+00 +3.2966e+00 -9.4610e-01 -1.9604e+00 -7.1103e-01 +2.9621e+00 -4.6420e+00 +4.3083e+00 -3.1941e+00 -3.4579e+00 +1.0172e-02 -2.5401e+00 -4.7563e+00 +2.5777e+00 -4.6540e+00 -4.8966e+00 -2.5315e+00 -4.2864e+00 +3.7275e+00 +1.4690e+00
% function evaluation | noise-free fitness - Fopt (5.157000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.555111770e+01 +8.555111770e+01 +1.371211177e+02 +1.371211177e+02 -6.5973e-01 -2.0158e+00 +3.6780e+00 +4.9306e+00 +2.7982e+00 -2.9713e+00 +3.4855e+00 -3.1219e+00 -3.3562e+00 -4.1063e+00 -7.7209e-01 +4.8286e+00 +3.2570e+00 -1.6277e+00 -4.4464e-01 +1.9491e+00 +4.1351e+00 -1.2650e+00 +1.9293e+00 -7.5076e-01
% function evaluation | noise-free fitness - Fopt (1.495000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
