% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.086882261e+01 +6.086882261e+01 +4.392882261e+01 +4.392882261e+01 +3.9419e+00 +1.7947e+00 -4.5958e+00 +4.6845e-01 +1.7237e+00 -2.0060e+00 +2.8563e+00 +4.2247e+00 +2.2190e-01 +4.9234e+00 +1.7607e+00 +3.8690e+00 -1.2384e-01 +3.0549e+00 -1.8694e+00 -3.5167e+00 +4.2448e+00 -1.2228e+00 +3.1110e+00 +2.5194e+00
11 +2.035395723e+01 +2.035395723e+01 +3.413957235e+00 +3.413957235e+00 +4.2950e-01 -2.5208e+00 -1.8462e-01 +1.5152e+00 +4.6014e+00 +3.4601e+00 +3.9457e+00 -1.8636e+00 -3.5737e+00 -1.5030e+00 +3.4614e+00 +4.7227e+00 -1.6977e+00 -1.3295e+00 +4.6210e+00 +3.1248e+00 +1.0717e+00 +3.8099e+00 -1.1598e-01 +1.1457e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.225928014e+01 +1.225928014e+01 +3.106928014e+01 +3.106928014e+01 +1.5514e+00 -7.7290e-01 +4.1747e-02 +2.2333e+00 -2.1501e+00 -2.5380e+00 +4.9342e+00 +4.2800e+00 +2.6192e+00 -1.7859e+00 +1.4446e+00 +2.4017e+00 +3.6705e+00 +4.5595e+00 +4.3045e+00 -4.8710e+00 -2.9869e-02 -1.2078e+00 -2.5149e+00 -8.3561e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.173517658e+01 +5.173517658e+01 +3.248851766e+02 +3.248851766e+02 -2.8198e-01 +3.1803e+00 -2.1539e+00 +2.8227e+00 +3.3444e+00 -3.2987e+00 +4.1083e+00 +9.8984e-01 +1.3537e+00 -1.6026e-02 +3.3123e+00 +4.3756e+00 -2.1388e-01 -3.4041e+00 +1.7950e+00 -2.3260e+00 +3.1329e+00 -4.0758e+00 +4.0357e+00 +5.5226e-01
16 +2.650077646e+01 +2.650077646e+01 +2.996507765e+02 +2.996507765e+02 -3.2421e+00 +4.4132e+00 -2.1053e+00 +1.7227e+00 -4.5399e+00 +2.8601e+00 +6.9791e-01 +2.5231e+00 -2.0224e+00 +4.4852e+00 +3.6089e+00 +1.1982e+00 +3.5133e+00 -4.5184e-02 -4.0247e+00 -1.1561e-01 +4.9142e+00 +3.3470e+00 +1.8348e+00 -1.0942e+00
57 +2.200406911e+01 +2.200406911e+01 +2.951540691e+02 +2.951540691e+02 +2.7632e+00 -3.6553e+00 +1.2512e+00 +3.1043e+00 +1.3800e+00 -1.3310e+00 -4.7014e-01 +1.5795e+00 -4.5044e+00 -6.1787e-01 +4.1546e+00 +2.5231e+00 -4.6048e+00 +2.4759e+00 +2.5387e+00 -4.4443e+00 +2.6878e+00 +3.6476e+00 -1.0693e+00 -4.1817e-01
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.766968816e+01 +3.766968816e+01 +7.484968816e+01 +7.484968816e+01 -1.1720e+00 +9.1974e-01 +2.5829e+00 -2.6005e+00 +3.2133e+00 +4.4089e-02 -4.3444e+00 -2.1989e+00 +2.7685e+00 +4.1799e+00 +5.3826e-02 -3.3215e+00 -1.4894e+00 +4.9196e+00 -1.5414e+00 +2.7732e+00 +3.1131e-01 -2.7642e+00 +4.1667e+00 +3.6058e+00
2 +1.841647477e+01 +1.841647477e+01 +5.559647477e+01 +5.559647477e+01 +7.2645e-01 +3.4834e+00 -4.0188e+00 +3.3705e-01 -4.0047e+00 +3.3292e+00 +4.8502e-01 -7.0753e-01 -4.9070e+00 -4.0745e+00 +4.7110e+00 -3.6248e+00 +3.8944e+00 +6.6396e-01 +1.5815e+00 +1.4921e+00 +4.9611e+00 +3.6345e+00 -4.1167e+00 +3.2083e+00
55 +1.526696674e+01 +1.526696674e+01 +5.244696674e+01 +5.244696674e+01 +3.2319e+00 +1.3785e+00 -3.4454e+00 -6.9797e-01 +4.5091e-01 -3.4712e+00 -7.9282e-02 -1.1274e+00 -9.3315e-01 +3.2869e+00 +3.4414e+00 +3.5743e+00 +2.4050e+00 -1.2579e+00 +3.1840e+00 +1.6330e+00 -2.9298e+00 +2.5413e+00 -4.0179e+00 -3.7582e+00
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.268354587e+01 +2.268354587e+01 -1.252164541e+02 -1.252164541e+02 +1.2382e+00 +3.8501e+00 -2.8847e+00 -3.5918e+00 -8.2868e-01 -4.0415e+00 +2.1805e+00 +1.7903e+00 -5.8156e-01 -2.2381e+00 -2.9015e+00 +2.0600e+00 +3.6129e+00 -3.3031e+00 +2.9853e+00 +4.1065e+00 +1.2483e+00 +3.9020e+00 +3.5634e+00 -6.5716e-01
5 +1.195652315e+01 +1.195652315e+01 -1.359434769e+02 -1.359434769e+02 -4.6840e+00 -3.2256e+00 -6.1619e-01 +4.0578e+00 +8.9238e-01 -2.8547e-01 +1.5521e+00 +1.4403e+00 +2.8149e+00 +3.8359e+00 -1.2184e+00 +1.4627e+00 -2.8461e+00 -4.5366e+00 +3.4573e+00 +2.1532e+00 -2.1245e+00 +3.8870e+00 -2.1806e+00 +4.9533e+00
% function evaluation | noise-free fitness - Fopt (1.162600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.090712428e+01 +4.090712428e+01 +1.571671243e+02 +1.571671243e+02 -3.7984e+00 -3.5831e+00 -2.8800e+00 +3.3963e+00 +1.9856e+00 -3.1553e+00 -1.9713e+00 -5.1274e-02 +3.3597e+00 +3.2811e+00 -1.4251e-01 -1.1845e+00 -4.2041e+00 +3.3988e+00 -4.8276e+00 +3.5032e+00 +9.8464e-01 -9.0972e-01 -4.5811e-01 +1.9544e+00
2 +3.640512068e+01 +3.640512068e+01 +1.526651207e+02 +1.526651207e+02 -5.7223e-01 -2.9125e+00 +1.1788e+00 -7.5395e-01 +5.4276e-01 +4.4394e+00 -4.9427e+00 +3.4600e+00 -7.7571e-01 +1.9201e-01 -1.4211e+00 -3.4991e+00 -8.9481e-01 +2.9434e+00 -2.1884e+00 -2.0285e+00 -4.1992e+00 -8.0863e-01 -3.2816e+00 -3.3495e+00
6 +2.096980151e+01 +2.096980151e+01 +1.372298015e+02 +1.372298015e+02 +4.8307e+00 +1.1174e+00 +1.6316e+00 +1.6872e+00 +4.6238e+00 -8.8667e-01 -4.8109e+00 +1.5443e+00 -3.4189e+00 -3.4932e-01 -2.4949e+00 -2.1670e+00 +4.3791e+00 -2.7764e+00 +1.3260e+00 -3.4294e+00 +5.4595e-01 +4.4967e+00 -1.4006e+00 +1.6347e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.745323265e+01 +2.745323265e+01 -9.725467673e+02 -9.725467673e+02 -4.7484e+00 -4.5649e+00 +1.1721e+00 +2.6071e+00 +3.7352e+00 -2.8486e+00 +4.3048e+00 +1.8194e+00 -2.6302e+00 -1.1058e+00 +4.9725e+00 +7.8845e-01 -1.7920e+00 -3.4088e-01 -3.1476e+00 -2.2489e+00 -1.6347e+00 -4.6808e+00 +2.1199e+00 +9.7643e-01
5 +2.312204618e+01 +2.312204618e+01 -9.768779538e+02 -9.768779538e+02 +7.4399e-02 -7.6554e-01 -3.2489e+00 -1.2988e+00 +4.6333e-01 -1.2394e+00 -1.4494e+00 -1.7636e-01 -7.5087e-01 -1.9403e-01 +4.4085e+00 -1.4025e+00 +1.4958e+00 +4.3648e+00 -7.3883e-01 +4.4063e+00 +3.9159e+00 +2.8035e+00 +3.7950e+00 -9.9643e-01
34 +1.584295664e+01 +1.584295664e+01 -9.841570434e+02 -9.841570434e+02 +3.1266e-01 +3.9588e+00 -1.8894e+00 +4.0949e+00 +3.2768e+00 -1.5179e+00 +2.8179e+00 +4.9486e+00 -3.6544e+00 -3.6043e+00 +4.2910e+00 +3.5705e+00 -2.0027e+00 -3.5208e+00 -2.7521e+00 +3.8256e-01 +3.1148e+00 -4.3267e+00 +2.9546e+00 +6.4637e-01
% function evaluation | noise-free fitness - Fopt (-9.193000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.702995169e+01 +2.702995169e+01 -6.490004831e+01 -6.490004831e+01 -1.1955e+00 -1.2520e+00 +2.5892e+00 +5.5607e-01 -8.4239e-01 +4.2150e+00 +3.3257e-01 +1.9160e+00 +6.4260e-01 +9.3172e-02 +3.8228e+00 +1.8395e+00 +2.4656e+00 +3.3302e+00 +1.8773e+00 -2.7074e+00 +1.3632e+00 +4.3262e+00 +1.9900e+00 -2.0022e+00
14 +2.372265796e+01 +2.372265796e+01 -6.820734204e+01 -6.820734204e+01 +2.1658e+00 -1.7049e+00 -4.7813e+00 -2.9330e+00 -4.6301e+00 +4.6777e+00 -2.6899e-01 -5.1827e-01 +1.0832e+00 -1.7365e+00 +1.9644e+00 +8.6374e-01 -1.0929e-01 +3.3990e+00 +2.2193e+00 -3.1813e+00 -3.2011e+00 +1.1392e+00 -1.8740e+00 -3.1189e+00
20 +1.567886199e+01 +1.567886199e+01 -7.625113801e+01 -7.625113801e+01 -4.6915e+00 +2.2645e+00 -1.9406e-01 -1.1957e+00 -8.0322e-01 +3.9759e+00 +4.4475e-01 +4.9102e+00 +3.8212e+00 -3.6100e+00 -3.1851e+00 +3.2712e+00 -4.8489e+00 -3.8314e+00 -1.0709e+00 +2.4637e+00 -7.6360e-01 +3.1878e+00 +2.0094e+00 +1.8380e+00
% function evaluation | noise-free fitness - Fopt (1.487500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.687591032e+01 +3.687591032e+01 +1.856259103e+02 +1.856259103e+02 +3.0217e+00 -3.5179e-01 -9.1382e-01 -4.7962e+00 -1.4313e+00 +4.4154e+00 +1.0359e+00 -3.2727e+00 -1.7188e+00 +1.3959e+00 -1.4314e+00 -2.7395e+00 -2.6746e+00 +1.7986e+00 +6.3449e-02 +4.1211e+00 +3.9103e+00 +4.0339e+00 +2.3236e+00 +2.3114e-01
14 +1.582604470e+01 +1.582604470e+01 +1.645760447e+02 +1.645760447e+02 +2.2220e+00 -4.7854e+00 +3.9329e+00 -1.3210e-01 -4.2231e+00 -5.0729e-01 -3.1027e+00 -8.7076e-01 +3.0095e-01 +2.6783e+00 +2.0448e+00 -4.1005e+00 -1.5939e+00 +9.6108e-01 -1.2191e+00 +3.3609e+00 +2.1462e+00 +2.3137e+00 -2.6159e+00 -1.3385e+00
% function evaluation | noise-free fitness - Fopt (-1.483000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.718851332e+01 +3.718851332e+01 -1.111114867e+02 -1.111114867e+02 +8.5169e-01 +1.1042e+00 -2.9593e+00 +2.1879e+00 +1.3779e-01 -1.7026e+00 +7.1817e-01 +3.8933e+00 +3.7638e+00 -2.8463e+00 +1.7236e+00 -9.2433e-01 +3.5590e+00 +5.4104e-01 -2.1900e+00 +1.7684e+00 +3.1684e+00 -4.3490e-01 +4.4481e+00 +1.4549e+00
20 +2.259462091e+01 +2.259462091e+01 -1.257053791e+02 -1.257053791e+02 -2.0128e+00 -3.5758e+00 +1.6268e+00 -4.9472e-01 +2.5442e+00 -1.5392e+00 +2.5415e+00 +3.0889e+00 -2.4152e+00 -5.5442e-01 -1.6622e+00 +3.3915e+00 +1.4301e+00 -6.6604e-02 -1.2146e+00 -2.9391e+00 -1.5217e+00 -1.5329e+00 -2.9599e+00 +2.8558e+00
88 +1.069383839e+01 +1.069383839e+01 -1.376061616e+02 -1.376061616e+02 -8.5811e-02 -3.2712e+00 -1.1157e+00 +3.2169e+00 +7.2070e-01 -2.9673e+00 +7.9499e-01 +3.4715e+00 -3.6047e+00 +4.4122e+00 -1.7525e+00 -4.5813e+00 +2.4792e+00 -1.4702e+00 +4.4617e-01 -1.0302e+00 +4.0195e+00 +1.1743e+00 -7.0143e-03 -4.4373e+00
% function evaluation | noise-free fitness - Fopt (1.702000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.752125504e+01 +1.752125504e+01 +3.454125504e+01 +3.454125504e+01 +3.4945e-01 +4.4393e+00 -1.4841e-01 -1.5483e+00 -1.8337e+00 +1.8642e+00 -8.3659e-01 -4.6030e+00 -8.8314e-01 -2.6197e+00 -3.3313e+00 +2.6590e+00 -4.3265e+00 +4.4071e+00 +1.0152e+00 -1.8906e+00 +4.6803e+00 -1.8418e+00 +1.8218e+00 -8.9759e-01
51 +1.462322666e+01 +1.462322666e+01 +3.164322666e+01 +3.164322666e+01 -9.0409e-01 -3.8218e+00 +2.0066e+00 -1.6785e+00 -3.0834e+00 +3.1640e+00 -1.2452e-01 -2.9044e+00 +1.8803e+00 +3.2375e-01 +2.9324e+00 +1.4417e+00 -1.2150e+00 +4.1502e+00 +1.2727e+00 +3.0942e+00 +1.6076e+00 -4.2741e-01 +6.8150e-01 -1.9136e+00
% function evaluation | noise-free fitness - Fopt (-2.202000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.375173481e+01 +6.375173481e+01 -1.564482652e+02 -1.564482652e+02 -1.6838e+00 +4.5347e+00 -3.7804e+00 -2.4467e+00 -3.4575e+00 -8.0199e-01 -2.8514e+00 -3.7196e+00 +4.2304e-01 -8.9642e-01 -5.1802e-01 +3.9573e+00 +1.2394e+00 +3.8590e+00 +2.5161e+00 -7.9564e-01 +3.0230e+00 -2.3481e-01 +9.3553e-01 +1.9121e+00
2 +2.080767406e+01 +2.080767406e+01 -1.993923259e+02 -1.993923259e+02 -2.4517e-01 -2.4783e+00 -4.8018e+00 -1.3295e+00 -1.0823e+00 +5.1194e-01 -9.6167e-02 +2.7274e+00 -2.9275e+00 -2.8726e-01 -2.4778e+00 +3.1260e+00 -3.7191e+00 +3.4574e+00 +4.8881e+00 -3.4665e+00 -4.2982e+00 -1.4410e-01 +2.4307e+00 +3.8399e+00
126 +1.477165189e+01 +1.477165189e+01 -2.054283481e+02 -2.054283481e+02 -3.4854e+00 -8.6962e-01 +1.1988e+00 +2.1706e+00 +3.3450e+00 -1.5341e+00 +1.8563e+00 +2.1233e+00 +9.8833e-01 -1.2107e+00 -5.7551e-01 +2.9832e+00 -1.7493e+00 +2.8562e+00 -1.9182e+00 -1.3886e-01 -2.4275e+00 +6.8800e-01 -3.5794e+00 +3.1159e+00
% function evaluation | noise-free fitness - Fopt (-2.041000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.718535751e+01 +1.718535751e+01 -3.224642493e+00 -3.224642493e+00 -3.3485e+00 -9.4934e-01 -8.1684e-01 -1.6561e+00 +4.6653e+00 -9.1357e-02 +4.9184e+00 -1.7180e+00 +3.3278e+00 +1.2605e+00 +1.6043e+00 +4.3804e+00 -4.8356e+00 +4.4663e+00 -1.0456e+00 -1.6088e+00 +3.6738e+00 +3.8615e+00 +3.9923e+00 +3.6478e+00
42 +1.395824718e+01 +1.395824718e+01 -6.451752823e+00 -6.451752823e+00 +6.9908e-01 +1.6492e+00 -4.2373e+00 +3.2385e+00 +3.5194e+00 +2.1884e+00 +2.5321e+00 -7.9260e-01 +3.0711e-01 -1.7946e-01 +3.8415e+00 +4.6669e+00 -2.4368e+00 -1.0631e+00 -4.7579e+00 -3.9013e+00 -4.0195e-01 -2.3962e+00 -8.3806e-01 +2.4486e+00
% function evaluation | noise-free fitness - Fopt (6.081000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
