% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.749282158e+09 +4.749282158e+09 +4.749281537e+09 +4.749281537e+09 -2.6353e+00 +1.8905e+00 -2.8498e+00 -2.5387e+00 -2.3725e+00 +4.3451e+00 +1.9117e+00 -4.9285e+00 +4.0748e+00 -3.1662e+00 +1.0614e+00 -4.6173e+00 +1.3270e+00 -2.3598e+00 -4.2987e+00 -4.9580e+00 -3.5040e+00 -2.9153e+00 -1.1419e+00 +9.4314e-01
4 +2.108155560e+09 +2.108155560e+09 +2.108154938e+09 +2.108154938e+09 -8.8633e-01 +2.5015e+00 -2.4936e-02 -4.7515e+00 +1.3041e+00 -3.8963e+00 +2.0727e+00 +4.6012e-01 +1.3073e+00 +3.4884e+00 -1.2292e+00 +2.7888e+00 -4.1873e+00 +1.2696e+00 -5.8403e-01 -1.6466e+00 +1.9097e+00 -3.1134e+00 -2.4080e+00 -2.3549e+00
5 +1.525996966e+09 +1.525996966e+09 +1.525996345e+09 +1.525996345e+09 -9.0391e-01 +3.1905e+00 +2.9113e+00 +3.1344e+00 +3.6255e+00 -3.4662e+00 +1.0909e+00 -2.0555e+00 -5.9192e-01 +6.7105e-02 +2.9520e+00 -9.1142e-01 +1.4817e+00 -4.9050e-01 -1.6470e+00 +3.3400e+00 +4.8396e+00 +3.9392e-01 +2.9359e+00 +2.6788e+00
6 +2.520483293e+08 +2.520483293e+08 +2.520477082e+08 +2.520477082e+08 +4.4863e+00 +1.3103e+00 +4.7737e+00 -1.4490e+00 -1.3802e+00 -3.0275e+00 +2.4978e+00 +4.4423e+00 +3.3008e+00 +2.8323e+00 -2.3952e+00 -2.7973e+00 +3.8421e-01 -4.1324e-01 +4.6225e+00 -1.3659e+00 +3.1896e+00 +2.3385e-01 +1.0064e+00 -1.4565e+00
95 +1.645206651e+08 +1.645206651e+08 +1.645200440e+08 +1.645200440e+08 +2.7236e+00 +4.3977e+00 -8.3947e-01 -4.0608e+00 -3.3244e+00 +1.8950e+00 +4.9795e+00 -5.5201e-01 +4.2802e+00 +2.6786e+00 +2.8469e+00 -3.4586e+00 +1.9906e+00 +1.1048e+00 +3.9643e+00 -8.0347e-01 +3.5635e+00 +3.9150e+00 +1.9536e+00 +1.5009e+00
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.277570345e+09 +1.277570345e+09 +1.277570090e+09 +1.277570090e+09 -6.4382e-01 +3.7869e-01 -4.7046e+00 +4.1246e+00 +1.1506e+00 +5.7581e-01 -2.4564e+00 +2.2163e+00 -2.4635e+00 -3.3168e+00 -1.3501e+00 -4.7792e+00 -3.2507e+00 -3.9039e+00 -2.0520e+00 -3.2004e+00 +8.4763e-01 -2.0460e+00 -2.2307e+00 +2.5688e+00
11 +7.213792793e+08 +7.213792793e+08 +7.213790245e+08 +7.213790245e+08 -9.3256e-01 +1.7133e+00 -1.9036e+00 +2.1764e+00 -2.6333e+00 +2.8593e+00 +1.0130e+00 +1.2507e+00 +1.2758e+00 -4.9188e+00 -1.3720e+00 +1.6095e+00 +2.6258e+00 +2.7881e+00 -3.1976e+00 -3.1430e+00 +3.4914e+00 -1.8942e+00 -2.8071e+00 +2.5197e+00
12 +3.909584681e+08 +3.909584681e+08 +3.909582132e+08 +3.909582132e+08 +2.9276e+00 +3.7343e+00 +4.7485e+00 -1.1426e-01 -2.3414e+00 +2.1670e+00 -1.2153e+00 -2.0367e+00 -3.0799e+00 -1.6359e+00 +3.8029e+00 -3.2100e+00 +3.4072e+00 +3.2171e+00 -2.4446e+00 -4.1709e+00 +4.0038e+00 +2.5778e+00 +1.1344e+00 +4.1484e+00
160 +1.450202082e+08 +1.450202082e+08 +1.450199534e+08 +1.450199534e+08 +1.5899e-01 -3.1374e-01 +3.8495e+00 -1.4749e+00 -7.3586e-01 -7.3244e-02 -1.8796e+00 +4.9691e+00 +2.9383e+00 -2.3484e+00 +3.5772e+00 +3.5071e+00 +1.3949e+00 +6.5853e-01 -1.9801e+00 -8.3064e-01 +3.0706e+00 -9.0836e-01 -1.6666e+00 -1.1076e-01
