% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.926179513e+01 +4.926179513e+01 -5.328820487e+01 -5.328820487e+01 +1.2958e+00 -3.0872e+00 -4.3127e+00 +3.3007e+00 -2.0739e+00 -2.6650e+00 -4.6075e+00 +1.4719e+00 -2.1970e+00 -1.2818e+00 +4.5949e+00 +1.0741e+00 +3.5444e-01 +4.3945e+00 +3.7410e-01 +1.3546e-01 +8.2895e-01 -9.0167e-01 +1.9883e+00 -2.3766e+00
2 +2.992456573e+01 +2.992456573e+01 -7.262543427e+01 -7.262543427e+01 -5.4599e-01 -5.4004e-01 -3.8293e+00 +2.8782e+00 +3.5682e-01 -2.8888e+00 -5.6116e-01 -2.6368e+00 +1.4121e+00 +2.2010e+00 -3.8489e+00 -2.2788e-01 +2.8600e+00 -4.2378e+00 +3.0394e+00 -1.5245e+00 -3.8447e+00 +4.1849e+00 -3.2075e+00 -2.8188e-01
113 +2.107492587e+01 +2.107492587e+01 -8.147507413e+01 -8.147507413e+01 +9.2324e-01 -2.9112e+00 +2.0528e+00 +6.5016e-01 -2.6856e+00 -8.3481e-01 -4.8153e+00 +2.7443e-01 +6.6067e-01 -8.2321e-01 -1.4460e+00 +2.0915e+00 -1.3376e+00 -2.6667e+00 -7.8661e-01 -4.6445e+00 -5.5890e-02 -1.7031e+00 +1.8722e+00 -2.8393e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.647524846e+01 +5.647524846e+01 +1.281652485e+02 +1.281652485e+02 +1.0690e+00 +3.8562e-01 +1.7072e+00 -2.6272e+00 -2.5425e+00 +6.3077e-01 -3.7379e+00 -3.6835e+00 +4.0692e+00 -4.6842e+00 +6.8510e-01 -8.7940e-01 -4.6140e+00 +2.2023e+00 -4.2263e+00 -9.1391e-01 +1.4905e+00 +1.3719e+00 -5.1008e-01 +9.0644e-01
4 +3.950455440e+01 +3.950455440e+01 +1.111945544e+02 +1.111945544e+02 -1.1107e+00 -2.6747e+00 +2.3741e+00 +1.1754e+00 -1.3770e-01 -4.1132e+00 -4.6673e+00 -1.8469e+00 +2.0222e+00 -4.6124e+00 -2.8883e+00 -3.6734e+00 -2.1580e+00 -3.1035e+00 -2.0562e+00 -4.1776e+00 +2.0922e+00 +3.5090e+00 -3.7072e+00 -4.5078e+00
20 +2.259258121e+01 +2.259258121e+01 +9.428258121e+01 +9.428258121e+01 +5.1399e-01 -3.0329e+00 +4.1523e+00 -7.0096e-01 +2.6838e+00 +1.9995e+00 +3.3568e+00 -2.4598e+00 +4.0914e+00 -4.3416e-01 -1.6172e+00 -7.5612e-01 -7.7527e-01 -2.1213e+00 -1.1701e+00 +2.7855e+00 +1.1258e+00 -3.2642e+00 +3.8669e+00 -2.9202e+00
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.986992036e+01 +6.986992036e+01 +2.838799204e+02 +2.838799204e+02 +3.0509e+00 -4.6097e+00 -2.2298e+00 +9.7916e-01 -4.0181e+00 +4.5668e-01 -4.8449e+00 +1.2847e+00 +3.6364e+00 +4.5873e+00 +7.0695e-01 +4.3963e+00 -3.0059e+00 +6.9321e-01 +4.6366e+00 +7.6205e-01 +2.9977e+00 +9.5539e-01 +6.3633e-01 +2.3609e+00
5 +4.125135210e+01 +4.125135210e+01 +2.552613521e+02 +2.552613521e+02 +3.6801e+00 +2.2099e+00 +1.5689e+00 -5.1210e-01 -5.0198e-01 -8.1148e-01 -2.3128e+00 +1.5492e+00 -4.9588e+00 -5.6192e-01 +2.6544e+00 -2.1242e+00 -2.9251e+00 -5.3151e-01 -4.1289e+00 -4.6190e+00 +4.9867e-01 -1.4729e+00 -2.4827e+00 +4.1182e+00
7 +3.390998239e+01 +3.390998239e+01 +2.479199824e+02 +2.479199824e+02 -2.9973e+00 +3.6570e+00 -2.9080e+00 -1.7593e+00 +3.7193e+00 +4.8252e+00 +6.7262e-01 -2.8808e+00 -8.6457e-01 -2.8619e+00 +2.1477e+00 +5.0711e-01 +1.9299e+00 +7.0497e-01 +1.5495e+00 +1.0891e-01 -2.0588e-01 -2.6817e+00 -2.5220e+00 +1.2759e-01
26 +2.389894124e+01 +2.389894124e+01 +2.379089412e+02 +2.379089412e+02 -1.0303e+00 -3.1709e+00 -1.7453e+00 -4.0457e+00 -1.3209e+00 -5.8132e-01 -1.9608e+00 -3.7138e+00 -2.3338e-01 -1.1082e+00 -3.6065e-01 +3.4752e+00 +4.6790e+00 -3.0978e-01 +3.1120e+00 -2.2710e-01 -2.8133e+00 -6.8787e-01 -3.9583e-01 -3.9335e-01
% function evaluation | noise-free fitness - Fopt (-5.848000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.110591311e+01 +5.110591311e+01 -7.374086887e+00 -7.374086887e+00 +2.5814e+00 -3.5021e+00 -3.9233e+00 -3.8214e+00 -5.6946e-01 +4.6570e+00 -1.9241e+00 +2.0915e+00 +1.0940e+00 +3.0888e+00 +3.1250e-01 +1.2598e+00 +4.9195e+00 +2.6440e+00 -3.1108e+00 -2.6161e+00 -2.7949e-01 +3.6990e+00 -2.7952e+00 -1.6470e+00
4 +3.633538987e+01 +3.633538987e+01 -2.214461013e+01 -2.214461013e+01 -4.3913e+00 -1.4333e-01 +2.7585e+00 -3.6230e+00 -9.8445e-01 +2.7867e+00 +1.2595e+00 -1.4837e+00 -2.6442e+00 -2.2613e+00 -2.0627e+00 -3.8425e+00 +9.2197e-01 +6.2671e-01 +4.4953e+00 +2.7444e+00 +4.0847e-01 -1.0598e+00 -1.2221e+00 +3.5055e+00
48 +2.190321723e+01 +2.190321723e+01 -3.657678277e+01 -3.657678277e+01 -2.5690e+00 +3.1600e+00 +2.9516e-01 -8.1420e-01 -7.3137e-01 -6.1387e-01 +1.1046e+00 -3.6793e+00 +1.6442e+00 -2.2864e+00 +3.4428e+00 -2.0676e+00 -1.6331e+00 +3.8802e+00 +2.7243e+00 -2.0096e+00 +3.0340e+00 -2.0679e+00 -3.7224e+00 +1.1605e+00
