% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.417898632e+01 +2.417898632e+01 +3.104898632e+01 +3.104898632e+01 +1.1079e+00 +1.2867e+00 -1.3693e+00 -4.0832e+00 -5.3109e-01
2 +9.719530760e+00 +9.719530760e+00 +1.658953076e+01 +1.658953076e+01 -2.5606e+00 +3.8517e+00 +2.5640e+00 +1.0216e+00 +2.8134e+00
10 +5.370317374e+00 +5.370317374e+00 +1.224031737e+01 +1.224031737e+01 +1.5679e+00 -4.6601e+00 -5.1023e-01 -4.0592e+00 -1.5106e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.989521858e+01 +1.989521858e+01 +1.990521858e+01 +1.990521858e+01 -4.0955e+00 +2.7431e+00 +3.4434e+00 -2.3339e+00 +3.6949e+00
3 +1.423941270e+01 +1.423941270e+01 +1.424941270e+01 +1.424941270e+01 +8.5346e-01 -8.5390e-01 +1.9821e+00 -3.9809e+00 +1.4514e+00
8 +7.488534789e+00 +7.488534789e+00 +7.498534789e+00 +7.498534789e+00 -6.3541e-01 -4.4400e+00 -3.2086e+00 -1.2721e+00 +9.5881e-01
30 +6.141649013e+00 +6.141649013e+00 +6.151649013e+00 +6.151649013e+00 +5.4552e-01 -3.7159e+00 +3.1170e+00 +9.5665e-01 +1.2309e+00
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.465660427e+01 +4.465660427e+01 -8.595339573e+01 -8.595339573e+01 +4.8597e+00 -2.8015e+00 +3.3958e+00 +2.3490e+00 +4.1066e+00
2 +1.859113511e+01 +1.859113511e+01 -1.120188649e+02 -1.120188649e+02 -4.7266e+00 -4.1236e-02 +3.8109e+00 -8.7843e-01 +1.4145e+00
6 +9.881241703e+00 +9.881241703e+00 -1.207287583e+02 -1.207287583e+02 -1.3070e-01 +2.6721e+00 +1.9129e+00 -4.2097e+00 -3.9496e+00
22 +5.897986683e+00 +5.897986683e+00 -1.247120133e+02 -1.247120133e+02 +1.9671e+00 +4.1300e-01 +1.5866e+00 -1.0393e+00 -3.2318e+00
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.100726980e+01 +2.100726980e+01 -2.021127302e+02 -2.021127302e+02 -1.8727e+00 +2.4442e+00 -2.3097e+00 -2.9714e+00 +3.7029e+00
7 +9.191533237e+00 +9.191533237e+00 -2.139284668e+02 -2.139284668e+02 -3.1299e+00 -6.4176e-01 -2.1532e+00 +4.9613e+00 -2.2509e+00
19 +3.527515908e+00 +3.527515908e+00 -2.195924841e+02 -2.195924841e+02 -4.9914e+00 -2.1463e+00 +1.6015e+00 +2.8584e+00 +7.4610e-01
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.656315218e+01 +3.656315218e+01 -7.866847817e+00 -7.866847817e+00 -2.1375e+00 +9.0364e-01 +4.1130e+00 -2.0030e+00 -2.2168e+00
2 +1.923756739e+01 +1.923756739e+01 -2.519243261e+01 -2.519243261e+01 -1.3188e+00 +1.1806e+00 -2.4666e+00 -1.9232e+00 +1.9370e+00
6 +1.434962960e+01 +1.434962960e+01 -3.008037040e+01 -3.008037040e+01 +1.6987e+00 +1.8115e+00 -1.6189e+00 +4.3393e+00 +8.5282e-01
