% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.956236362e+01 +2.956236362e+01 +1.090423636e+02 +1.090423636e+02 +3.9277e+00 +2.8504e+00
2 +2.107098232e+00 +2.107098232e+00 +8.158709823e+01 +8.158709823e+01 +1.7043e+00 -1.1685e+00
13 +3.451967817e-01 +3.451967817e-01 +7.982519678e+01 +7.982519678e+01 -5.4413e-02 -1.6576e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.387307402e+01 +2.387307402e+01 +4.183530740e+02 +4.183530740e+02 -4.5637e+00 +1.9501e+00
4 +3.434726993e+00 +3.434726993e+00 +3.979147270e+02 +3.979147270e+02 -4.6438e+00 -1.1936e+00
17 +2.292564144e+00 +2.292564144e+00 +3.967725641e+02 +3.967725641e+02 -3.4789e+00 -1.4355e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.545493151e+01 +2.545493151e+01 -2.216550685e+02 -2.216550685e+02 -5.7012e-01 +4.0805e+00
2 +2.050520502e+01 +2.050520502e+01 -2.266047950e+02 -2.266047950e+02 -4.8300e+00 -4.2060e+00
3 +8.829587132e+00 +8.829587132e+00 -2.382804129e+02 -2.382804129e+02 -8.7659e-01 +7.4415e-01
8 +3.343662797e+00 +3.343662797e+00 -2.437663372e+02 -2.437663372e+02 -2.7112e+00 +1.6734e+00
12 +7.345268839e-01 +7.345268839e-01 -2.463754731e+02 -2.463754731e+02 -4.3274e+00 -4.7107e-01
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.509008374e+00 +2.509008374e+00 -1.495309916e+02 -1.495309916e+02 -1.8247e+00 +1.7126e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.416726719e+01 +6.416726719e+01 +3.891726719e+01 +3.891726719e+01 -3.7278e+00 -2.5677e+00
2 +2.904231301e+01 +2.904231301e+01 +3.792313012e+00 +3.792313012e+00 +3.6760e-01 +4.9364e+00
3 +2.510222256e+01 +2.510222256e+01 -1.477774370e-01 -1.477774370e-01 +2.0898e-01 -3.0398e+00
4 +2.122636663e+00 +2.122636663e+00 -2.312736334e+01 -2.312736334e+01 +2.2877e+00 +3.3167e-02
6 +1.075410942e+00 +1.075410942e+00 -2.417458906e+01 -2.417458906e+01 +4.2948e+00 +1.4178e+00
% function evaluation | noise-free fitness - Fopt (2.230000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.304835385e+01 +4.304835385e+01 +4.527835385e+01 +4.527835385e+01 -2.5584e+00 -1.3065e+00
4 +2.567291658e+00 +2.567291658e+00 +4.797291658e+00 +4.797291658e+00 +2.5850e+00 -1.4667e+00
% function evaluation | noise-free fitness - Fopt (-1.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.120902143e+01 +2.120902143e+01 +8.129021432e+00 +8.129021432e+00 -8.1164e-01 +2.5554e+00
2 +1.625407424e+00 +1.625407424e+00 -1.145459258e+01 -1.145459258e+01 +2.0332e-01 -3.2093e+00
6 +1.441933840e+00 +1.441933840e+00 -1.163806616e+01 -1.163806616e+01 +1.4142e+00 -1.9582e+00
% function evaluation | noise-free fitness - Fopt (2.671600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.648910471e+01 +2.648910471e+01 +2.936491047e+02 +2.936491047e+02 +1.4374e+00 -9.1316e-01
4 +5.618785675e+00 +5.618785675e+00 +2.727787857e+02 +2.727787857e+02 -4.8948e+00 -2.3114e+00
