% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.098134339e+02 +2.098134339e+02 +2.006034339e+02 +2.006034339e+02 -1.3390e+00 -2.5768e+00 -2.9440e+00 +4.0232e+00 +3.9263e+00 -7.5068e-01 +6.8884e-01 +4.4908e+00 -2.3589e+00 +2.7875e-01
4 +1.200923480e+02 +1.200923480e+02 +1.108823480e+02 +1.108823480e+02 -1.2408e+00 +1.1380e+00 +2.2615e+00 -3.0995e-01 -3.3765e+00 +2.6888e+00 +2.0397e-01 +6.6734e-01 +2.2367e+00 -3.9598e+00
29 +9.082572162e+01 +9.082572162e+01 +8.161572162e+01 +8.161572162e+01 -2.4504e+00 +1.9690e+00 -1.6964e+00 +2.6639e+00 -4.3080e+00 +4.2772e+00 +4.4232e+00 +4.4614e+00 +2.8903e+00 -1.3507e+00
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.465175437e+02 +2.465175437e+02 +9.025075437e+02 +9.025075437e+02 -1.2305e+00 +1.4993e-01 -1.3651e+00 +1.6504e+00 -1.7674e+00 -2.2253e+00 +9.1375e-01 -2.2301e+00 +1.6452e+00 +2.9145e+00
2 +1.531631769e+02 +1.531631769e+02 +8.091531769e+02 +8.091531769e+02 -4.7584e+00 -2.3088e+00 +4.1294e+00 -2.1490e+00 +3.1260e+00 -3.7145e+00 +1.7035e+00 +1.8635e+00 -4.2273e+00 -2.3833e+00
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.272427190e+02 +2.272427190e+02 +2.939527190e+02 +2.939527190e+02 +3.2255e+00 +1.4131e+00 +2.8963e+00 -4.3578e+00 -3.8293e+00 +4.9736e+00 +3.0665e+00 -3.0772e-01 +3.7894e+00 +4.9105e+00
3 +1.320019048e+02 +1.320019048e+02 +1.987119048e+02 +1.987119048e+02 +8.4821e-01 -3.8417e+00 +3.4595e+00 +3.0019e+00 +3.6154e+00 -4.7150e+00 -2.7840e+00 -4.8336e+00 +4.7832e+00 -1.5607e+00
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.098191524e+02 +2.098191524e+02 +1.151489152e+03 +1.151489152e+03 -4.4000e+00 -2.9692e+00 +1.9234e-01 +2.5257e+00 -4.4345e+00 +2.7985e+00 +3.8166e+00 -4.3009e+00 -2.4014e+00 +1.1226e+00
7 +1.499850686e+02 +1.499850686e+02 +1.091655069e+03 +1.091655069e+03 +2.2908e+00 +4.4583e+00 +2.7948e+00 -1.2088e+00 +5.0166e-01 -1.4446e+00 -4.1862e+00 +2.9397e+00 +3.8977e+00 -2.4572e+00
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.900986575e+02 +1.900986575e+02 +1.526486575e+02 +1.526486575e+02 +1.0263e-01 +4.5285e+00 +4.3511e+00 +2.7009e+00 -3.8870e+00 +2.7292e-01 +1.5603e+00 +2.8559e+00 +1.9092e+00 -9.8423e-01
5 +9.040970591e+01 +9.040970591e+01 +5.295970591e+01 +5.295970591e+01 +3.2214e+00 +1.9243e-01 -4.1971e+00 -3.3568e+00 -6.9248e-01 +1.2624e+00 +1.8361e+00 -3.5372e+00 +4.4911e+00 +3.9273e+00
% function evaluation | noise-free fitness - Fopt (-4.450500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.925693777e+02 +1.925693777e+02 -2.524806223e+02 -2.524806223e+02 -3.3203e+00 -3.4682e-01 -4.3953e+00 +2.9359e+00 -1.8215e+00 -9.5235e-01 -2.9013e+00 +8.9950e-01 -4.0951e+00 -2.5709e+00
2 +1.199160672e+02 +1.199160672e+02 -3.251339328e+02 -3.251339328e+02 +1.9158e+00 -4.8920e+00 +2.9095e+00 -3.1624e+00 +2.4261e+00 -1.4819e-01 -4.1256e+00 -3.6390e+00 -3.4305e+00 +1.9692e+00
% function evaluation | noise-free fitness - Fopt (9.513200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.906133522e+02 +1.906133522e+02 +1.141933352e+03 +1.141933352e+03 +1.2183e+00 -3.5305e+00 -1.0302e+00 -2.9654e+00 +2.9708e+00 -1.7638e+00 +2.4079e+00 +1.3792e+00 -1.5163e+00 +4.9368e-01
3 +1.147657519e+02 +1.147657519e+02 +1.066085752e+03 +1.066085752e+03 -4.2733e+00 -1.7549e-01 -8.3944e-01 -2.0281e+00 +3.3095e+00 -2.6610e+00 -2.5772e+00 +2.6147e-01 -2.9286e+00 -3.5875e+00
42 +9.543137777e+01 +9.543137777e+01 +1.046751378e+03 +1.046751378e+03 -4.6638e+00 -4.8940e+00 -2.5115e+00 +7.5604e-01 +4.4196e+00 -3.4418e+00 +3.7093e+00 +3.7433e+00 -3.7073e+00 -4.1897e+00
% function evaluation | noise-free fitness - Fopt (-1.703300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.264736269e+02 +2.264736269e+02 +5.614362692e+01 +5.614362692e+01 -7.3189e-01 -2.5628e+00 +4.1730e+00 -3.6944e+00 +3.9136e+00 -5.9806e-01 -4.4581e-01 +1.0147e+00 -4.2500e+00 -1.2464e+00
2 +1.449485578e+02 +1.449485578e+02 -2.538144218e+01 -2.538144218e+01 -4.9932e+00 -2.3239e+00 +4.8808e+00 +1.1498e+00 +9.9728e-02 -2.3600e+00 +2.5883e+00 +3.9720e+00 +1.4644e+00 +1.4582e+00
% function evaluation | noise-free fitness - Fopt (4.136000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.833276766e+02 +1.833276766e+02 +2.246876766e+02 +2.246876766e+02 +2.7457e+00 +4.7120e+00 -3.7725e+00 +2.6128e+00 +2.6391e+00 +1.2212e+00 +1.6200e+00 -1.7104e-01 -9.3548e-01 -1.0164e+00
3 +1.422830334e+02 +1.422830334e+02 +1.836430334e+02 +1.836430334e+02 +4.4602e+00 +4.4463e+00 +1.3670e+00 -8.2906e-01 -6.6602e-01 +2.4083e+00 +3.0037e+00 +2.1048e+00 -1.8683e+00 +3.5985e+00
43 +8.409992686e+01 +8.409992686e+01 +1.254599269e+02 +1.254599269e+02 +9.3802e-01 -2.8703e-01 +2.4087e+00 -6.1727e-01 +2.5403e+00 +4.8269e+00 -3.8743e+00 +4.8753e+00 -4.6286e+00 +1.7566e+00
% function evaluation | noise-free fitness - Fopt (2.583700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.191621090e+02 +2.191621090e+02 +4.775321090e+02 +4.775321090e+02 -3.1821e+00 +3.4821e+00 -1.5649e+00 +3.2527e+00 -1.0661e+00 +1.0853e+00 +1.1109e+00 -8.4832e-01 -2.8134e+00 -6.7795e-01
8 +1.343861908e+02 +1.343861908e+02 +3.927561908e+02 +3.927561908e+02 +7.6312e-01 +1.5209e+00 -4.1871e+00 -8.6731e-01 +1.5273e+00 +2.1619e+00 -3.9815e+00 -1.6836e+00 +3.8909e+00 -2.8651e+00
% function evaluation | noise-free fitness - Fopt (-7.520000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.397999301e+02 +2.397999301e+02 +2.322799301e+02 +2.322799301e+02 +2.0185e+00 -4.3880e-01 +6.8201e-01 -3.9656e+00 +1.6591e+00 +1.0021e+00 -5.8736e-01 +2.2104e+00 -9.9148e-01 -3.9300e+00
6 +1.351636686e+02 +1.351636686e+02 +1.276436686e+02 +1.276436686e+02 +4.2949e+00 +1.2821e+00 +3.7763e+00 -4.8691e+00 -3.7703e+00 +1.7271e+00 -5.4094e-01 -2.7416e+00 -7.4602e-01 +4.3441e+00
89 +8.851751776e+01 +8.851751776e+01 +8.099751776e+01 +8.099751776e+01 -4.4824e+00 -2.8316e+00 +4.0186e+00 +2.5145e+00 +2.4686e+00 -2.0428e+00 +4.6782e+00 -4.7002e+00 -2.7273e+00 +3.7466e+00
% function evaluation | noise-free fitness - Fopt (2.477800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.861235694e+02 +1.861235694e+02 +4.339035694e+02 +4.339035694e+02 -6.3169e-01 -3.3703e+00 -4.6855e+00 +2.2459e-01 -1.4125e+00 +3.0241e+00 -4.7027e+00 +3.1414e+00 -2.7819e+00 -3.4568e+00
4 +1.489597971e+02 +1.489597971e+02 +3.967397971e+02 +3.967397971e+02 -1.7933e+00 -2.2065e+00 +4.6718e+00 +2.8870e+00 -1.1842e+00 -8.1983e-01 +4.4342e+00 +2.4315e+00 -1.0730e+00 -4.0210e+00
32 +9.469742273e+01 +9.469742273e+01 +3.424774227e+02 +3.424774227e+02 -4.9545e+00 +3.8324e+00 -1.7524e+00 +1.6907e+00 -3.9123e+00 +4.8328e+00 +1.4646e+00 -1.6851e+00 -1.4961e+00 -4.9573e+00
% function evaluation | noise-free fitness - Fopt (-1.722000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.206260710e+02 +2.206260710e+02 +2.034060710e+02 +2.034060710e+02 +3.5894e-01 -2.7151e+00 -4.1707e+00 +3.3713e+00 -3.9835e+00 +2.8531e+00 -9.8824e-01 +4.2496e-01 +3.3501e+00 -9.9280e-01
5 +1.390490412e+02 +1.390490412e+02 +1.218290412e+02 +1.218290412e+02 +2.4266e+00 +3.1223e+00 +4.5762e+00 -4.3988e+00 +3.4872e+00 +9.8713e-01 -2.7432e+00 -3.6921e+00 +4.3824e+00 +1.5896e+00
66 +9.777179463e+01 +9.777179463e+01 +8.055179463e+01 +8.055179463e+01 -2.3023e+00 -3.8958e-01 +3.6622e+00 +2.5210e+00 +3.5291e+00 -1.9407e+00 +3.2728e-01 +1.9497e+00 +4.9911e+00 +3.8491e+00
% function evaluation | noise-free fitness - Fopt (-6.010200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.687289618e+02 +1.687289618e+02 -4.322910382e+02 -4.322910382e+02 +3.9104e+00 -4.2679e+00 +2.8701e+00 -4.8764e+00 +3.5374e+00 -2.9320e+00 +8.5675e-01 -2.3149e-01 +8.1467e-01 -5.5013e-02
3 +8.929244982e+01 +8.929244982e+01 -5.117275502e+02 -5.117275502e+02 +4.2502e+00 -9.4002e-01 -2.5768e+00 +5.4945e-02 +2.0324e+00 -4.8658e+00 +4.7653e+00 -2.7071e+00 +6.7051e-01 +4.1158e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.432722900e+02 +1.432722900e+02 -8.567277100e+02 -8.567277100e+02 -2.9466e+00 -1.5143e+00 +1.3143e+00 -2.9803e+00 +2.9117e+00 +3.2550e+00 +1.5616e+00 +4.1392e+00 +1.6603e+00 -3.3327e+00
